id,pais,region,sexo,edad,ingresos_padres,educ_padres,educ_hijo,ingresos_hijo,ocupacion_hijo
321,España,Comunidad Valenciana,mujer,39,21373.93,FP,FP,18123.98,Técnico/a junior
322,España,La Rioja,mujer,25,18165.6,Secundaria,FP,22415.62,Técnico/a
323,España,Galicia,hombre,47,29009.24,Secundaria,Secundaria,28305.14,Técnico/a
324,España,Cantabria,hombre,27,27555.39,Universidad,Universidad,,Especialista
325,España,País Vasco,hombre,38,24038.38,Universidad,FP,32192.15,Especialista
326,España,La Rioja,hombre,30,17465.13,FP,FP,29317.93,Técnico/a
327,España,Comunidad Valenciana,mujer,42,18139.81,Secundaria,FP,28528.8,Técnico/a
328,España,Extremadura,hombre,49,19598.16,Secundaria,FP,19273.1,Técnico/a junior
329,España,Castilla-La Mancha,hombre,25,23337.99,FP,Universidad,23165.22,Técnico/a
330,España,Canarias,mujer,30,16199.7,Secundaria,FP,22748.63,Técnico/a
331,España,Castilla y León,hombre,30,15218.62,Secundaria,Secundaria,14108.97,Servicios básicos
332,España,Madrid,hombre,45,16816.73,FP,Universidad,21309.37,Técnico/a junior
333,España,Andalucía,hombre,40,21301.0,Universidad,Universidad,28736.23,Técnico/a
334,España,Aragón,hombre,53,18799.17,FP,Secundaria,22444.29,Técnico/a
335,España,Andalucía,hombre,29,14503.45,Secundaria,Secundaria,24515.54,Técnico/a
336,España,Andalucía,hombre,41,14777.07,Secundaria,Secundaria,21339.19,Técnico/a junior
337,España,Murcia,mujer,34,15962.34,FP,FP,28203.48,Técnico/a
338,España,Galicia,mujer,52,16474.11,Primaria,Secundaria,20657.79,Técnico/a junior
339,España,Cataluña,hombre,45,31598.93,Postgrado,Postgrado,38603.55,Especialista
340,España,Aragón,mujer,42,16835.98,Secundaria,FP,24802.99,Técnico/a
341,España,Cataluña,mujer,31,14367.0,FP,FP,27832.78,Técnico/a
342,España,Cataluña,mujer,27,14664.69,Primaria,Secundaria,,Técnico/a
343,España,Baleares,mujer,37,15399.38,Primaria,Primaria,24158.09,Técnico/a
344,España,Cataluña,hombre,39,15816.6,Primaria,Primaria,18839.03,Técnico/a junior
345,España,Castilla-La Mancha,hombre,44,18094.35,Secundaria,FP,24470.2,Técnico/a
346,España,Extremadura,mujer,43,21566.94,Universidad,Universidad,27172.4,Técnico/a
347,España,Extremadura,mujer,27,16283.43,Secundaria,Secundaria,27654.2,Técnico/a
348,España,Andalucía,mujer,28,14577.94,Secundaria,Secundaria,21504.49,Técnico/a junior
349,España,Castilla-La Mancha,hombre,29,14639.57,,Primaria,12820.56,Servicios básicos
350,España,Extremadura,hombre,25,29170.39,FP,Universidad,38646.24,Especialista
351,España,Cataluña,mujer,28,20860.63,FP,Universidad,28094.68,Técnico/a
352,España,Murcia,hombre,36,23205.21,Universidad,Universidad,28774.14,Técnico/a
353,España,Galicia,hombre,52,21519.36,FP,FP,25924.81,Técnico/a
354,España,Asturias,hombre,51,13696.18,Sin estudios,Primaria,18271.92,Técnico/a junior
355,España,Andalucía,hombre,48,16562.82,Secundaria,Secundaria,21146.3,Técnico/a junior
356,España,Extremadura,mujer,34,19878.58,FP,Secundaria,16979.7,Técnico/a junior
357,España,Andalucía,hombre,47,16678.08,Secundaria,Secundaria,21209.76,Técnico/a junior
358,España,Comunidad Valenciana,mujer,49,16557.27,Secundaria,Secundaria,23303.03,Técnico/a
359,España,País Vasco,hombre,45,19172.13,FP,FP,29626.61,Técnico/a
360,España,Comunidad Valenciana,hombre,53,23343.12,Secundaria,Secundaria,17948.06,Técnico/a junior
361,España,Castilla-La Mancha,hombre,50,16849.19,Primaria,Secundaria,17287.35,Técnico/a junior
362,España,Galicia,hombre,44,24045.45,FP,Universidad,25554.35,Técnico/a
363,España,Cataluña,mujer,48,16224.47,Secundaria,Secundaria,22806.48,Técnico/a
364,España,Comunidad Valenciana,hombre,49,16474.22,Primaria,Secundaria,13982.63,Servicios básicos
365,España,País Vasco,no_binario,37,18806.74,Secundaria,FP,21739.23,Técnico/a junior
366,España,Castilla-La Mancha,hombre,47,17965.1,,Secundaria,17756.32,Técnico/a junior
367,España,País Vasco,mujer,38,26177.06,Universidad,Postgrado,32329.43,Especialista
368,España,Navarra,mujer,47,18811.61,FP,FP,22823.75,Técnico/a
369,España,Baleares,mujer,29,14453.73,Secundaria,Secundaria,13351.95,Servicios básicos
370,España,Andalucía,hombre,28,16662.07,Secundaria,Secundaria,21196.64,Técnico/a junior
371,España,Aragón,hombre,38,12195.94,Secundaria,Secundaria,16098.6,Técnico/a junior
372,España,Andalucía,mujer,34,20936.62,Universidad,Universidad,25235.55,Técnico/a
373,España,Aragón,hombre,41,16045.44,Primaria,Primaria,15685.78,Técnico/a junior
374,España,Galicia,hombre,34,19619.79,FP,FP,23117.02,Técnico/a
375,España,Andalucía,hombre,50,21506.92,FP,Universidad,29823.02,Técnico/a
376,España,Castilla y León,hombre,31,25876.92,FP,FP,31091.81,Técnico/a
377,España,Murcia,hombre,40,19976.49,FP,FP,27056.82,Técnico/a
378,España,Andalucía,hombre,25,10856.02,Secundaria,Secundaria,24696.12,Técnico/a
379,España,Madrid,mujer,41,17939.49,FP,Secundaria,24845.04,Técnico/a
380,España,Cantabria,hombre,45,11919.38,Secundaria,Secundaria,17854.82,Técnico/a junior
381,España,Aragón,hombre,53,14739.04,Primaria,Sin estudios,14238.07,Servicios básicos
382,España,Galicia,hombre,33,17167.86,Secundaria,Secundaria,18242.24,Técnico/a junior
383,España,Extremadura,hombre,30,16073.45,Primaria,Primaria,19196.38,Técnico/a junior
384,España,Murcia,hombre,43,17184.22,Secundaria,FP,18602.79,Técnico/a junior
385,España,La Rioja,mujer,37,18747.21,Secundaria,Secundaria,21237.66,Técnico/a junior
386,España,Madrid,mujer,27,22795.71,FP,Secundaria,24863.01,Técnico/a
387,España,Cantabria,mujer,31,17923.63,FP,FP,19925.17,Técnico/a junior
388,España,Baleares,mujer,46,18462.81,FP,Universidad,25434.76,Técnico/a
389,España,Madrid,hombre,33,21258.72,Secundaria,Secundaria,32990.91,Especialista
390,España,Madrid,no_binario,46,15861.73,Primaria,Secundaria,16546.31,Técnico/a junior
391,España,País Vasco,mujer,29,19740.42,Primaria,Sin estudios,19643.64,Técnico/a junior
392,España,Castilla-La Mancha,mujer,34,18224.61,Secundaria,FP,26904.25,Técnico/a
393,España,Castilla-La Mancha,hombre,47,17810.18,Secundaria,Primaria,19864.82,Técnico/a junior
394,España,Madrid,mujer,41,18301.25,Secundaria,Secundaria,21006.46,Técnico/a junior
395,España,Castilla y León,hombre,36,18390.59,Secundaria,Primaria,14075.67,Servicios básicos
396,España,País Vasco,hombre,47,27075.99,FP,Universidad,35124.72,Especialista
397,España,Murcia,hombre,40,22705.6,Secundaria,Secundaria,12979.22,Servicios básicos
398,España,Cataluña,mujer,27,22967.11,FP,FP,28611.81,Técnico/a
399,España,Madrid,mujer,54,26871.2,FP,FP,30342.95,Técnico/a
400,España,Madrid,hombre,49,24246.77,Universidad,Universidad,36590.7,Especialista
401,España,Aragón,hombre,46,21966.75,,Secundaria,17883.35,Técnico/a junior
402,España,Navarra,mujer,33,16089.87,FP,Secundaria,18108.29,Técnico/a junior
403,España,Cataluña,hombre,53,19255.78,Secundaria,Secundaria,24674.07,Técnico/a
404,España,Madrid,mujer,39,17457.98,Secundaria,Secundaria,22958.31,Técnico/a
405,España,Castilla y León,hombre,29,20493.75,Universidad,Universidad,22465.14,Técnico/a
406,España,Navarra,mujer,47,24432.41,Universidad,FP,23487.68,Técnico/a
407,España,Castilla-La Mancha,hombre,37,15413.38,FP,Universidad,29137.8,Técnico/a
408,España,Andalucía,mujer,38,19536.87,Secundaria,FP,24194.22,Técnico/a
409,España,Navarra,mujer,44,20860.13,Universidad,Universidad,21551.03,Técnico/a junior
410,España,Aragón,mujer,39,16086.99,FP,FP,24639.16,Técnico/a
411,España,Castilla y León,mujer,40,21654.44,Universidad,FP,18756.41,Técnico/a junior
412,España,País Vasco,hombre,47,18837.69,Primaria,Secundaria,21859.62,Técnico/a junior
413,España,País Vasco,no_binario,37,25110.22,FP,FP,31198.48,Técnico/a
414,España,Comunidad Valenciana,mujer,41,16403.11,Secundaria,Secundaria,23629.37,Técnico/a
415,España,Extremadura,mujer,47,19073.5,FP,Secundaria,12400.34,Servicios básicos
416,España,Cataluña,hombre,32,16036.52,Secundaria,Secundaria,24012.97,Técnico/a
417,España,Cantabria,hombre,45,18502.25,FP,FP,25781.17,Técnico/a
418,España,Castilla y León,hombre,26,18711.92,Secundaria,Secundaria,18470.81,Técnico/a junior
419,España,Galicia,mujer,29,19931.92,Primaria,Primaria,19190.61,Técnico/a junior
420,España,Madrid,mujer,30,18725.29,FP,Universidad,18601.36,Técnico/a junior
421,España,Madrid,hombre,36,23437.25,FP,Secundaria,15634.44,Técnico/a junior
422,España,Madrid,mujer,42,15534.07,FP,FP,27701.34,Técnico/a
423,España,Aragón,hombre,54,15389.11,FP,Universidad,22337.99,Técnico/a
424,España,Cataluña,mujer,46,23189.9,FP,FP,26931.29,Técnico/a
425,España,Andalucía,hombre,46,21781.26,FP,FP,25239.12,Técnico/a
426,España,Comunidad Valenciana,mujer,25,19527.39,FP,FP,22001.04,Técnico/a
427,España,Cataluña,hombre,54,19200.4,Primaria,Secundaria,21511.58,Técnico/a junior
428,España,Murcia,mujer,41,17384.86,Secundaria,FP,23582.68,Técnico/a
429,España,Castilla y León,hombre,54,15128.64,FP,FP,15830.46,Técnico/a junior
430,España,Aragón,mujer,35,11096.29,Secundaria,Primaria,19353.71,Técnico/a junior
431,España,Asturias,hombre,34,17735.48,FP,FP,21572.81,Técnico/a junior
432,España,Madrid,hombre,43,30448.61,Universidad,Universidad,33326.4,Especialista
433,España,Extremadura,hombre,38,25194.8,Universidad,Postgrado,29848.87,Técnico/a
434,España,Aragón,hombre,50,12641.72,Secundaria,Secundaria,17838.06,Técnico/a junior
435,España,Aragón,hombre,34,13159.83,Primaria,Secundaria,16849.67,Técnico/a junior
436,España,Galicia,hombre,39,24691.1,Secundaria,FP,20463.37,Técnico/a junior
437,España,Andalucía,mujer,52,15578.55,FP,FP,19185.17,Técnico/a junior
438,España,Madrid,hombre,43,16636.0,Primaria,Primaria,16809.89,Técnico/a junior
439,España,Galicia,hombre,28,17160.18,Secundaria,Secundaria,24138.58,Técnico/a
440,España,Aragón,mujer,26,10056.0,Sin estudios,Sin estudios,14503.0,Servicios básicos
441,España,Aragón,mujer,33,16320.38,Primaria,Primaria,22902.44,Técnico/a
442,España,País Vasco,mujer,34,28190.12,Universidad,Postgrado,37604.43,Especialista
443,España,Castilla-La Mancha,hombre,52,18596.96,Secundaria,FP,21793.91,Técnico/a junior
444,España,Castilla-La Mancha,hombre,35,19393.01,FP,FP,24567.01,Técnico/a
445,España,Madrid,hombre,38,34593.41,Universidad,Postgrado,46883.33,Responsable/Consultor/a
446,España,País Vasco,hombre,31,17745.9,Primaria,Primaria,22669.01,Técnico/a
447,España,País Vasco,mujer,47,28158.5,FP,FP,27840.38,Técnico/a
448,España,Madrid,mujer,39,19729.46,Secundaria,Secundaria,20374.77,Técnico/a junior
449,España,Castilla-La Mancha,mujer,46,15764.5,Secundaria,Secundaria,17850.05,Técnico/a junior
450,España,Aragón,mujer,43,17723.67,FP,Universidad,30752.01,Técnico/a
451,España,Madrid,mujer,46,18351.33,FP,Universidad,25539.62,Técnico/a
452,España,Comunidad Valenciana,mujer,39,17157.8,Secundaria,Secundaria,17876.77,Técnico/a junior
453,España,Castilla-La Mancha,hombre,54,22754.11,Universidad,Universidad,31020.87,Técnico/a
454,España,Navarra,hombre,52,26523.52,Secundaria,Secundaria,26302.82,Técnico/a
455,España,Aragón,no_binario,48,16417.6,FP,FP,23658.43,Técnico/a
456,España,Cataluña,hombre,32,30381.25,Universidad,FP,32485.36,Especialista
457,España,Andalucía,hombre,35,14390.98,Secundaria,Secundaria,14747.97,Servicios básicos
458,España,Cataluña,mujer,53,34963.6,,Universidad,37341.2,Especialista
459,España,Andalucía,hombre,33,23856.01,FP,Secundaria,26677.92,Técnico/a
460,España,Aragón,hombre,39,23831.34,FP,FP,28158.73,Técnico/a
461,España,Aragón,mujer,25,19622.58,Secundaria,Secundaria,16157.71,Técnico/a junior
462,España,Galicia,mujer,54,22198.03,Universidad,Universidad,31189.17,Técnico/a
463,España,Madrid,hombre,25,21514.4,FP,Universidad,35663.29,Especialista
464,España,Comunidad Valenciana,mujer,43,25909.03,Universidad,Universidad,30472.01,Técnico/a
465,España,País Vasco,hombre,27,27384.36,FP,Secundaria,28733.7,Técnico/a
466,España,Castilla-La Mancha,hombre,34,20191.71,FP,Secundaria,24626.47,Técnico/a
467,España,Cantabria,mujer,32,16132.96,FP,FP,19136.0,Técnico/a junior
468,España,Murcia,mujer,39,16515.67,Secundaria,Secundaria,27585.64,Técnico/a
469,España,Canarias,mujer,34,20684.41,FP,FP,28145.72,Técnico/a
470,España,País Vasco,mujer,25,21966.18,FP,Universidad,33208.12,Especialista
471,España,Andalucía,mujer,53,19727.29,Primaria,Sin estudios,17624.91,Técnico/a junior
472,España,País Vasco,hombre,42,26358.59,FP,Universidad,35939.37,Especialista
473,España,Andalucía,mujer,26,10305.2,Primaria,Sin estudios,9000.0,Servicios básicos
474,España,Navarra,hombre,43,19365.89,Secundaria,Primaria,25930.49,Técnico/a
475,España,Comunidad Valenciana,mujer,37,17701.91,Primaria,Secundaria,23916.98,Técnico/a
476,España,País Vasco,hombre,46,17636.59,Secundaria,FP,30132.35,Técnico/a
477,España,Andalucía,mujer,25,17898.22,Secundaria,FP,22568.35,Técnico/a
478,España,Comunidad Valenciana,mujer,26,22359.04,Secundaria,Secundaria,20800.56,Técnico/a junior
479,España,País Vasco,hombre,53,22420.84,FP,Secundaria,22380.03,Técnico/a
480,España,Comunidad Valenciana,hombre,40,14986.96,Secundaria,Primaria,19717.23,Técnico/a junior
481,España,Extremadura,mujer,39,21966.13,FP,FP,22717.01,Técnico/a
482,España,Galicia,hombre,37,18230.76,Secundaria,Primaria,17527.71,Técnico/a junior
483,España,Cataluña,mujer,40,16857.03,Primaria,Primaria,21654.75,Técnico/a junior
484,España,Extremadura,mujer,41,24826.64,FP,Secundaria,20864.34,Técnico/a junior
485,España,Comunidad Valenciana,mujer,45,28694.1,FP,Universidad,35541.62,Especialista
486,España,Navarra,mujer,53,24028.49,FP,Universidad,29138.32,Técnico/a
487,España,Andalucía,hombre,53,14414.99,FP,Secundaria,13208.33,Servicios básicos
488,España,Cantabria,hombre,31,16858.97,FP,FP,19591.91,Técnico/a junior
489,España,País Vasco,mujer,48,25355.89,FP,FP,33944.34,Especialista
490,España,Navarra,hombre,50,16679.43,FP,Secundaria,16226.23,Técnico/a junior
491,España,Cataluña,hombre,41,39146.01,Universidad,Postgrado,51225.18,Responsable/Consultor/a
492,España,Extremadura,mujer,31,19692.05,Primaria,Primaria,19201.14,Técnico/a junior
493,España,Cantabria,hombre,37,17650.43,Secundaria,Secundaria,19341.74,Técnico/a junior
494,España,Baleares,mujer,29,11818.55,Secundaria,Secundaria,28190.63,Técnico/a
495,España,Cataluña,hombre,50,18629.76,Secundaria,FP,21074.17,Técnico/a junior
496,España,Castilla y León,hombre,41,15195.11,Secundaria,Secundaria,16247.33,Técnico/a junior
497,España,Comunidad Valenciana,hombre,27,24732.81,Secundaria,FP,25823.33,Técnico/a
498,España,Andalucía,mujer,31,17742.06,FP,Universidad,34034.55,Especialista
499,España,País Vasco,mujer,50,16666.58,Secundaria,Secundaria,21766.1,Técnico/a junior
500,España,País Vasco,mujer,41,23654.79,FP,FP,29365.34,Técnico/a
501,España,Galicia,mujer,31,23943.58,Universidad,Universidad,27976.08,Técnico/a
502,España,Comunidad Valenciana,mujer,45,22091.71,,Universidad,29340.02,Técnico/a
503,España,Cantabria,hombre,25,19678.07,Secundaria,Secundaria,19896.77,Técnico/a junior
504,España,Madrid,mujer,41,27518.82,FP,Universidad,37389.77,Especialista
505,España,Galicia,mujer,54,18446.0,Primaria,Primaria,20980.29,Técnico/a junior
506,España,Asturias,hombre,41,16472.03,Secundaria,Primaria,16651.8,Técnico/a junior
507,España,Navarra,mujer,35,17944.01,Secundaria,Secundaria,16135.62,Técnico/a junior
508,España,Madrid,hombre,49,37477.58,Universidad,Universidad,41708.23,Especialista
509,España,País Vasco,mujer,51,18026.01,Primaria,Secundaria,27432.54,Técnico/a
510,España,La Rioja,mujer,53,23138.87,FP,FP,22208.68,Técnico/a
511,España,Extremadura,mujer,27,17776.84,Secundaria,Primaria,19168.33,Técnico/a junior
512,España,Castilla-La Mancha,mujer,39,18324.78,Primaria,Sin estudios,12989.14,Servicios básicos
513,España,País Vasco,hombre,53,15813.26,Secundaria,Secundaria,17770.56,Técnico/a junior
514,España,Murcia,mujer,45,24130.08,Universidad,FP,30152.84,Técnico/a
515,España,Andalucía,hombre,35,31394.96,Universidad,Postgrado,40305.58,Especialista
516,España,Andalucía,mujer,50,19071.87,Secundaria,Secundaria,21803.72,Técnico/a junior
517,España,Castilla-La Mancha,mujer,52,12182.67,Sin estudios,Sin estudios,9000.0,Servicios básicos
518,España,Madrid,hombre,40,22318.53,Secundaria,FP,25716.04,Técnico/a
519,España,País Vasco,mujer,49,17487.54,Secundaria,Secundaria,24377.57,Técnico/a
520,España,Asturias,hombre,46,13033.67,Sin estudios,Sin estudios,10113.65,Servicios básicos
521,España,Comunidad Valenciana,hombre,52,22054.05,Universidad,Universidad,26824.53,Técnico/a
522,España,Castilla-La Mancha,hombre,33,20267.71,FP,FP,26338.21,Técnico/a
523,España,País Vasco,hombre,48,25226.07,FP,FP,24003.43,Técnico/a
524,España,Murcia,mujer,48,22759.05,,Secundaria,16364.07,Técnico/a junior
525,España,Murcia,mujer,25,20938.13,FP,Secundaria,16193.76,Técnico/a junior
526,España,Cataluña,mujer,53,22149.43,Secundaria,Secundaria,25774.01,Técnico/a
527,España,Castilla-La Mancha,hombre,49,13967.59,Sin estudios,Sin estudios,13593.11,Servicios básicos
528,España,Cantabria,no_binario,46,22808.4,FP,FP,28008.6,Técnico/a
529,España,Andalucía,mujer,40,11951.69,Secundaria,Secundaria,17801.82,Técnico/a junior
530,España,Murcia,hombre,33,22497.57,Secundaria,Secundaria,28705.78,Técnico/a
531,España,Madrid,mujer,43,27964.21,FP,FP,26506.85,Técnico/a
532,España,País Vasco,hombre,36,18131.72,FP,FP,26448.99,Técnico/a
533,España,País Vasco,mujer,43,25450.11,Secundaria,Secundaria,23483.6,Técnico/a
534,España,Comunidad Valenciana,hombre,46,22227.72,,FP,26743.52,Técnico/a
535,España,Madrid,hombre,33,21116.25,Universidad,Postgrado,35339.53,Especialista
536,España,País Vasco,mujer,31,16625.74,FP,FP,20961.77,Técnico/a junior
537,España,Murcia,mujer,38,22605.74,Universidad,Postgrado,31600.21,Técnico/a
538,España,Canarias,mujer,53,18137.98,Secundaria,Secundaria,20417.93,Técnico/a junior
539,España,Cataluña,mujer,43,23084.01,Secundaria,FP,25985.68,Técnico/a
540,España,Aragón,mujer,43,12933.23,Sin estudios,Sin estudios,17692.05,Técnico/a junior
541,España,País Vasco,hombre,26,28578.7,Secundaria,Secundaria,24234.84,Técnico/a
542,España,Extremadura,hombre,33,19967.18,FP,FP,30821.99,Técnico/a
543,España,Canarias,hombre,37,17032.82,Primaria,Secundaria,23002.69,Técnico/a
544,España,Galicia,mujer,39,27235.78,Secundaria,Secundaria,25476.69,Técnico/a
545,España,Extremadura,hombre,27,24603.1,Universidad,Universidad,39489.99,Especialista
546,España,Castilla y León,hombre,35,23070.92,FP,Universidad,27566.3,Técnico/a
547,España,Aragón,mujer,45,13550.17,Primaria,Primaria,18427.63,Técnico/a junior
548,España,Galicia,hombre,38,22406.36,FP,Universidad,29045.44,Técnico/a
549,España,Comunidad Valenciana,hombre,54,14627.99,Primaria,Secundaria,21373.73,Técnico/a junior
550,España,Madrid,mujer,49,18231.08,FP,Universidad,34200.84,Especialista
551,España,Comunidad Valenciana,mujer,32,17044.09,FP,FP,23951.54,Técnico/a
552,España,Murcia,mujer,42,24413.49,FP,FP,29390.68,Técnico/a
553,España,Comunidad Valenciana,mujer,43,25104.29,Universidad,Universidad,27893.71,Técnico/a
554,España,Comunidad Valenciana,hombre,40,19170.47,FP,Universidad,25680.67,Técnico/a
555,España,Murcia,hombre,26,19919.96,Secundaria,FP,29213.67,Técnico/a
556,España,Castilla-La Mancha,hombre,32,22520.83,Universidad,Universidad,30420.99,Técnico/a
557,España,Asturias,mujer,46,17258.88,Secundaria,Secundaria,20635.63,Técnico/a junior
558,España,Andalucía,mujer,30,16512.48,FP,FP,19125.94,Técnico/a junior
559,España,Madrid,hombre,36,18424.11,Secundaria,FP,28835.93,Técnico/a
560,España,Extremadura,hombre,39,20124.17,FP,Secundaria,18320.75,Técnico/a junior
561,España,Galicia,mujer,49,16557.25,Secundaria,Secundaria,15684.18,Técnico/a junior
562,España,Baleares,hombre,32,15160.22,Secundaria,Secundaria,21482.99,Técnico/a junior
563,España,Asturias,hombre,28,25040.02,Universidad,Postgrado,25329.89,Técnico/a
564,España,Andalucía,mujer,39,15436.62,Secundaria,FP,23358.82,Técnico/a
565,España,Castilla y León,mujer,52,21364.11,FP,FP,25526.82,Técnico/a
566,España,Comunidad Valenciana,hombre,44,17213.99,FP,FP,20881.04,Técnico/a junior
567,España,Castilla-La Mancha,mujer,49,26409.85,FP,FP,25833.15,Técnico/a
568,España,Cataluña,mujer,41,18100.19,Secundaria,FP,24852.37,Técnico/a
569,España,Navarra,mujer,37,29413.28,FP,Universidad,29540.1,Técnico/a
570,España,Castilla y León,mujer,42,15424.83,FP,FP,21860.12,Técnico/a junior
571,España,Cataluña,hombre,26,17240.81,Secundaria,FP,23912.01,Técnico/a
572,España,Madrid,hombre,37,19520.21,Secundaria,FP,26465.15,Técnico/a
573,España,Castilla-La Mancha,mujer,37,16989.89,Secundaria,Secundaria,19100.4,Técnico/a junior
574,España,Extremadura,hombre,46,23833.72,,Universidad,27854.37,Técnico/a
575,España,Murcia,hombre,39,25149.38,FP,Universidad,30820.77,Técnico/a
576,España,País Vasco,hombre,44,22670.36,FP,FP,30583.61,Técnico/a
577,España,Asturias,mujer,53,19905.91,Secundaria,Secundaria,19120.97,Técnico/a junior
578,España,Navarra,mujer,51,42537.76,Universidad,Universidad,41245.91,Especialista
579,España,Cataluña,no_binario,34,20730.72,FP,Universidad,32395.01,Especialista
580,España,Canarias,hombre,53,21462.89,FP,FP,19763.77,Técnico/a junior
581,España,Cataluña,mujer,27,16239.55,Primaria,Primaria,22880.17,Técnico/a
582,España,País Vasco,mujer,43,19676.53,Secundaria,Secundaria,30554.55,Técnico/a
583,España,Cataluña,mujer,27,15008.32,Primaria,Sin estudios,17545.23,Técnico/a junior
584,España,Castilla y León,hombre,46,18747.0,Secundaria,Secundaria,19836.97,Técnico/a junior
585,España,Extremadura,hombre,38,19767.2,Primaria,Primaria,18060.19,Técnico/a junior
586,España,Canarias,hombre,32,13006.8,Primaria,Primaria,18239.87,Técnico/a junior
587,España,Andalucía,mujer,51,16927.9,Secundaria,Secundaria,21405.28,Técnico/a junior
588,España,Aragón,hombre,47,18004.9,FP,FP,16947.16,Técnico/a junior
589,España,Aragón,hombre,54,21665.19,,FP,21327.83,Técnico/a junior
590,España,Asturias,mujer,28,15456.19,Primaria,Primaria,18835.35,Técnico/a junior
591,España,Asturias,hombre,51,20273.84,Secundaria,FP,23150.44,Técnico/a
592,España,Extremadura,hombre,52,22301.79,FP,Universidad,24124.42,Técnico/a
593,España,Baleares,mujer,44,19758.72,Secundaria,FP,31457.11,Técnico/a
594,España,Castilla y León,hombre,35,15227.46,Secundaria,FP,18315.64,Técnico/a junior
595,España,Navarra,mujer,50,20863.2,FP,Secundaria,21513.66,Técnico/a junior
596,España,Cataluña,hombre,35,25066.96,FP,FP,28602.28,Técnico/a
597,España,Galicia,hombre,51,24202.91,Secundaria,Primaria,16826.77,Técnico/a junior
598,España,Baleares,hombre,54,12768.4,Primaria,Primaria,18535.09,Técnico/a junior
599,España,Baleares,hombre,35,20030.65,Universidad,Universidad,31497.75,Técnico/a
600,España,Andalucía,mujer,26,12798.81,Secundaria,FP,18253.73,Técnico/a junior
601,España,Baleares,hombre,54,12461.1,Primaria,Primaria,16571.68,Técnico/a junior
602,España,Cantabria,hombre,41,16493.24,FP,FP,23854.3,Técnico/a
603,España,Baleares,mujer,33,18699.23,Secundaria,Secundaria,15951.43,Técnico/a junior
604,España,Aragón,hombre,52,18183.21,Primaria,Secundaria,17224.93,Técnico/a junior
605,España,Aragón,hombre,52,11972.5,Sin estudios,Primaria,16395.88,Técnico/a junior
606,España,Cataluña,mujer,26,15827.04,Secundaria,Secundaria,19573.24,Técnico/a junior
607,España,Baleares,hombre,53,27057.07,FP,Secundaria,25183.16,Técnico/a
608,España,Castilla y León,hombre,48,14325.29,Primaria,Primaria,19757.67,Técnico/a junior
609,España,Cataluña,mujer,39,16584.22,FP,FP,22197.63,Técnico/a
610,España,Galicia,no_binario,40,13427.15,Sin estudios,Primaria,23165.12,Técnico/a
611,España,Andalucía,mujer,49,28060.03,FP,FP,21441.46,Técnico/a junior
612,España,Madrid,mujer,28,17135.93,Secundaria,Primaria,12126.88,Servicios básicos
613,España,Extremadura,mujer,32,16623.12,Secundaria,Secundaria,22556.68,Técnico/a
614,España,Aragón,hombre,33,11757.67,Sin estudios,Primaria,12118.03,Servicios básicos
615,España,Murcia,hombre,50,20328.25,FP,FP,20300.68,Técnico/a junior
616,España,Navarra,mujer,50,19835.9,Secundaria,FP,26883.86,Técnico/a
617,España,Andalucía,mujer,29,23949.74,Universidad,Universidad,27414.61,Técnico/a
618,España,Cantabria,hombre,40,24829.1,Universidad,Universidad,32847.83,Especialista
619,España,Madrid,mujer,37,33828.37,FP,Secundaria,28353.06,Técnico/a
620,España,Madrid,hombre,54,23044.2,FP,FP,29329.65,Técnico/a
621,España,Baleares,hombre,31,13543.84,Sin estudios,Primaria,16449.51,Técnico/a junior
622,España,Baleares,hombre,50,16856.5,Secundaria,Secundaria,18716.33,Técnico/a junior
623,España,Castilla-La Mancha,hombre,44,15521.57,Secundaria,Secundaria,25041.81,Técnico/a
624,España,Cataluña,mujer,41,14602.6,Primaria,Secundaria,24707.33,Técnico/a
625,España,Extremadura,no_binario,27,30300.87,FP,Universidad,30270.06,Técnico/a
626,España,Castilla y León,hombre,29,21801.77,FP,Secundaria,21186.41,Técnico/a junior
627,España,Cataluña,hombre,43,21628.96,FP,FP,32428.71,Especialista
628,España,Madrid,mujer,36,15956.53,FP,Universidad,24038.31,Técnico/a
629,España,Andalucía,hombre,53,17154.87,Secundaria,FP,18816.68,Técnico/a junior
630,España,Canarias,mujer,51,16025.49,FP,Universidad,26235.89,Técnico/a
631,España,La Rioja,mujer,31,20744.88,,Universidad,35255.78,Especialista
632,España,Navarra,mujer,52,16061.52,Secundaria,Secundaria,19416.09,Técnico/a junior
633,España,Cataluña,hombre,33,21214.83,Universidad,Postgrado,38666.14,Especialista
634,España,Comunidad Valenciana,hombre,52,13660.87,Primaria,Primaria,12771.61,Servicios básicos
635,España,Aragón,hombre,30,15711.6,Secundaria,Secundaria,20333.9,Técnico/a junior
636,España,Cataluña,hombre,53,20097.78,Universidad,Universidad,28910.03,Técnico/a
637,España,Comunidad Valenciana,mujer,50,22818.33,Universidad,Postgrado,38822.15,Especialista
638,España,Canarias,hombre,41,19110.31,Secundaria,Secundaria,26195.06,Técnico/a
639,España,Canarias,mujer,40,20171.5,FP,FP,31584.39,Técnico/a
640,España,Castilla-La Mancha,hombre,47,20009.2,Secundaria,Primaria,16469.51,Técnico/a junior
641,España,Andalucía,hombre,27,13145.7,Primaria,Secundaria,18039.81,Técnico/a junior
